Continent,Region,BU,Site,Site-Store,Default Bin,APN,Part Class,Part Description,Part Criticality,Price per Unit,Inventory Units,UOM,Min Level,Max Level,Inventory Status,Total Inventory Units Above Max,Inventory Value ($),#Parts installed,#Equipments,Min Equipment Criticality,Preferred Supplier Name,Preferred Supplier Reference,Preferred Manufacturer,Preferred Manufacturer Part Number
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A07-F-04,1072147,PWRSUPLY,PWRSUPLY,02 MED,919.82,3,1,1,2,Above Max,1,2759.46,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A07-F-05,1003085,POWER,POWER,03 LOW,463,3,EA,1,2,Above Max,1,1389,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-03,N24679,FUSE,FUSE,02 MED,1.57,10,EA,3,4,Above Max,6,15.7,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-04,73744,PIN,PIN,03 LOW,1.449,10,EA,2,3,Above Max,7,14.49,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-05,1002896,SPACER,SPACER,03 LOW,0.252,10,EA,1,2,Above Max,8,2.52,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-06,1068670,PIN,PIN,03 LOW,9.43,6,EA,3,4,Above Max,2,56.58,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-10,85977Z,TERMINAL,TERMINAL,03 LOW,3.34,4,EA,2,3,Above Max,1,13.36,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-11,85975Z,TERMINAL,TERMINAL,03 LOW,1.01,4,EA,1,2,Above Max,2,4.04,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-15,86081Z,RELAY,RELAY,02 MED,31.68,4,EA,1,2,Above Max,2,126.72,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-A-22,1000863,MODULE,MODULE,03 LOW,132.5,3,EA,1,2,Above Max,1,397.5,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-B-01,86040Z,CABLE,CABLE,03 LOW,58.2,5,EA,2,3,Above Max,2,291,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-B-07,1059840,CABLE,CABLE,02 MED,22,4,EA,1,2,Above Max,2,88,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-B-12,1059839,CARD,CARD,01 HIGH,116,18,EA,3,4,Above Max,14,2088,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-B-13,41777,CABLE,CABLE,03 LOW,14.4,5,EA,3,4,Above Max,1,72,56,14,2,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-B-15,45209,ELEC,ELEC,02 MED,39.88,6,EA,3,4,Above Max,2,239.28,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A08-D-20,1116086,CONTROL,CONTROL,01 HIGH,767.473333,3,EA,1,2,Above Max,1,2302.419999,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A09-A-01,76186,CONTROL,CONTROL,01 HIGH,85.63,4,EA,1,3,Above Max,1,342.52,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A09-B-21,3249147,PLC,PLC,01 HIGH,324.47,2,1,0,1,Above Max,1,648.94,2,2,1,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A09-B-34,1069732,CONTACT,CONTACT,01 HIGH,327.53,4,EA,2,3,Above Max,1,1310.12,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A09-C-31,10049032,SENSOR,SENSOR,01 HIGH,623,3,EA,1,2,Above Max,1,1869,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A09-F-12,65737,RELAY,RELAY,03 LOW,32,11,EA,1,3,Above Max,8,352,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A09-G-23,N48928,BEARING,BEARING,03 LOW,0.63,10,EA,3,4,Above Max,6,6.3,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A10-D-21,41776Z,CONTROL,CONTROL,02 MED,68,4,EA,2,3,Above Max,1,272,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A10-D-22,86011Z,CARD,CARD,02 MED,116,7,EA,1,3,Above Max,4,812,92,23,2,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A10-E-13,86029Z,PLUG,PLUG,03 LOW,30.21,5,EA,2,3,Above Max,2,151.05,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A12-B-01,128743,CABLE,CABLE,01 HIGH,94.5,2,EA,0,1,Above Max,1,189,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A12-C-01,1068355,CABLE,CABLE,03 LOW,110.25,3,EA,0,1,Above Max,2,330.75,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A13-A-02,3012851,WHEEL,WHEEL,03 LOW,11.01,29,EA,8,18,Above Max,11,319.29,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A13-A-04,3012849,WHEEL,WHEEL,03 LOW,10.66,1600,EA,6,16,Above Max,1584,17056,0,0,0,,,,
,CALIFORNIA,,SITE_B,SITE_B-MAIN,A13-A-05,3012848,PEDAL,PEDAL,03 LOW,8.1,29,EA,10,20,Above Max,9,234.9,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-A-03,81601Z,WHEEL,WHEEL,03 LOW,4.41,119,EA,1,3,Above Max,116,524.79,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-A-05,1112396,WIRE,WIRE,03 LOW,30.48,6,EA,1,2,Above Max,4,182.88,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-B-02,86624Z,CORD,CORD,01 HIGH,42.77,7,EA,3,4,Above Max,3,299.39,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-C-02,1072407,PWRSUPLY,PWRSUPLY,01 HIGH,189.571333,3,EA,1,2,Above Max,1,568.713999,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-F-13,86611Z,KEYSTOCK,KEYSTOCK,02 MED,0.9775,57,EA,1,2,Above Max,55,55.7175,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-F-14,86613Z,BUMPER,BUMPER,03 LOW,95.61,4,EA,1,2,Above Max,2,382.44,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-G-04,85856Z,BUSHING,BUSHING,03 LOW,3.27,79,EA,1,2,Above Max,77,258.33,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-G-11,1003096Z,CONTACT,CONTACT,02 MED,54.33,5,EA,1,2,Above Max,3,271.65,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A01-G-16,41847Z,CORD,CORD,02 MED,37.35,3,EA,1,2,Above Max,1,112.05,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-A-02,3067584,ROLLER,ROLLER,01 HIGH,18.18,8,EA,1,2,Above Max,6,145.44,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-A-03,86552Z,ROLLER,ROLLER,01 HIGH,14.54,6,EA,1,2,Above Max,4,87.24,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-A-07,3067699,WIRE,WIRE,02 MED,4.28,140,EA,3,4,Above Max,136,599.2,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-A-08,3114893,LED,LED,02 MED,5.88,10,EA,1,2,Above Max,8,58.8,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-B-01,41843Z,ROLLER,ROLLER,01 HIGH,12.88,21,EA,1,2,Above Max,19,270.48,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-B-02,1116503,ROLLER,ROLLER,01 HIGH,19.58,10,EA,1,2,Above Max,8,195.8,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-B-05,86586Z,ROLLER,ROLLER,02 MED,20.42,17,EA,1,2,Above Max,15,347.14,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-B-06,41846Z,ROLLER,ROLLER,01 HIGH,28.92,5,EA,1,3,Above Max,2,144.6,0,0,0,,,,
,CALIFORNIA,,SITE_C,SITE_C-MAIN,A02-D-01,3211303,GUARD,GUARD,02 MED,11.280618,20,EA,1,2,Above Max,18,225.61236,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-B-04,14382,DRIVE,DRIVE,01 HIGH,151.7707,3,EA,0,1,Above Max,2,455.3121,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-C-03,1067616,BUTTON,BUTTON,01 HIGH,16.91,4,EA,2,3,Above Max,1,67.64,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-C-04,48971,SWITCH,SWITCH,02 MED,122.49,2,EA,0,1,Above Max,1,244.98,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-D-07,1067615,SPRING,SPRING,02 MED,64.88,4,EA,2,3,Above Max,1,259.52,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-E-04,91454,BUTTON,BUTTON,03 LOW,137.43,3,EA,1,2,Above Max,1,412.29,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-F-01,1068641,FILTER,FILTER,02 MED,1.44,5,EA,2,3,Above Max,2,7.2,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-F-02,40981,CAP,CAP,03 LOW,3.18,10,EA,1,2,Above Max,8,31.8,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-F-03,1067618,HARDWARE,HARDWARE,02 MED,115.88,4,EA,1,2,Above Max,2,463.52,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-F-09,19745,CRCTBRKR,CRCTBRKR,02 MED,26.59,7,EA,1,3,Above Max,4,186.13,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-F-14,23415,BAR,BAR,03 LOW,3.96,12,EA,2,3,Above Max,9,47.52,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-G-03,1003064Z,RELAY,RELAY,03 LOW,29.93,4,EA,1,2,Above Max,2,119.72,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-G-07,19744,CRCTBRKR,CRCTBRKR,02 MED,12.51,4,EA,1,2,Above Max,2,50.04,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-G-09,85963Z,CLAMP,CLAMP,03 LOW,2.725,4,EA,2,3,Above Max,1,10.9,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-G-12,23370,WASHER,WASHER,03 LOW,0.25,10,EA,2,3,Above Max,7,2.5,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-G-13,13494,FUSE,FUSE,01 HIGH,10.15,6,BG,2,3,Above Max,3,60.9,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-G-17,13490,FUSE,FUSE,02 MED,7.38,15,EA,1,2,Above Max,13,110.7,23,23,3,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A01-G-18,1072120,SPACER,SPACER,03 LOW,0.31,10,EA,1,2,Above Max,8,3.1,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-C-05,45361,BELT,BELT,02 MED,18.217191,5,EA,2,3,Above Max,2,91.085955,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-C-09,1064144,BELT,BELT,02 MED,24.34,5,EA,2,3,Above Max,2,121.7,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-D-05,3249158,PHOTOEYE,PHOTOEYE,02 MED,51.578252,2,EA,0,1,Above Max,1,103.156504,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-D-06,3249165,MOUNT,MOUNT,02 MED,17.660653,2,EA,0,1,Above Max,1,35.321306,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-D-08,3249156,RECEPT,RECEPT,03 LOW,21.51,5,EA,0,1,Above Max,4,107.55,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-D-10,3249173,LATCH,LATCH,03 LOW,6.73168,3,EA,1,2,Above Max,1,20.19504,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-D-12,1112395,WIRE,WIRE,02 MED,27.054416,2,EA,0,1,Above Max,1,54.108832,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-D-16,3249174,MOUNT,MOUNT,02 MED,20.311981,2,EA,0,1,Above Max,1,40.623962,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-E-03,3266571,LIGHT,LIGHT,02 MED,36.374008,2,EA,0,1,Above Max,1,72.748016,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A02-G-07,3241971,SPLITTER,SPLITTER,03 LOW,60.541584,3,EA,0,1,Above Max,2,181.624752,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A03-A-05,116945,REFLECTR,REFLECTR,01 HIGH,29.399809,7,EA,2,4,Above Max,3,205.798663,2,2,1,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A03-C-07,1062320,CORD,CORD,01 HIGH,763.316861,2,EA,0,1,Above Max,1,1526.633722,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A04-A-01,41812Z,ROLLER,ROLLER,01 HIGH,34.791968,6,EA,0,2,Above Max,4,208.751808,920,23,3,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A04-B-12,3247926,ROLLER,ROLLER,01 HIGH,27.11197,6,EA,1,3,Above Max,3,162.67182,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A04-D-18,3246521,LIGHT,LIGHT,02 MED,132.92,3,EA,1,2,Above Max,1,398.76,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A04-E-01,N11401,ROLLER,ROLLER,03 LOW,35,4,EA,1,2,Above Max,2,140,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A04-E-18,41803Z,ROLLER,ROLLER,01 HIGH,52.45,16,EA,3,4,Above Max,12,839.2,0,0,0,,,,
,CALIFORNIA,,SITE_D,SITE_D-MAIN,A07-C-01,N33346Z,CONDUIT,CONDUIT,01 HIGH,207.12,4,EA,1,2,Above Max,2,828.48,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A01-H-02,3266571,LIGHT,LIGHT,02 MED,44.545,2,EA,0,1,Above Max,1,89.09,56,56,2,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A01-J-01,1004306,CONTROL,CONTROL,02 MED,221.57,2,EA,0,1,Above Max,1,443.14,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A01-N-02,1002074,FUSE,FUSE,01 HIGH,56.773334,12,EA,0,1,Above Max,11,681.280008,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A02-A-02,3067625,CORD,CORD,02 MED,33.942857,14,EA,1,2,Above Max,12,475.199998,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A02-D-01,1000110,HOLDER,HOLDER,01 HIGH,73.480097,4,EA,0,1,Above Max,3,293.920388,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A02-J-02,10048977,CABLE,CABLE,01 HIGH,58.45635,2,EA,0,1,Above Max,1,116.9127,20,2,1,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-B-01,3249147,PLC,PLC,01 HIGH,455.90475,2,1,0,1,Above Max,1,911.8095,58,58,1,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-B-02,1125793,BREAKER,BREAKER,01 HIGH,112.437328,2,EA,0,1,Above Max,1,224.874656,2,2,1,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-C-01,1061397,CONTROL,CONTROL,01 HIGH,77.043334,3,EA,0,1,Above Max,2,231.130002,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-C-02,45361,BELT,BELT,01 HIGH,18.776222,2,EA,0,1,Above Max,1,37.552444,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-F-02,3040627,BREAKER,BREAKER,01 HIGH,223.65,3,EA,0,1,Above Max,2,670.95,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-H-01,3249173,LATCH,LATCH,02 MED,12.071428,11,EA,0,1,Above Max,10,132.785708,56,56,2,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-H-02,1059861,FEEDER,FEEDER,01 HIGH,61.8,10,EA,0,1,Above Max,9,618,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-I-01,3249165,MOUNT,MOUNT,02 MED,23.706667,3,EA,0,1,Above Max,2,71.120001,56,56,2,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-J-01,N34096Z,BREAKER,BREAKER,01 HIGH,93.23,2,EA,0,1,Above Max,1,186.46,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,A03-K-02,43862,BREAKER,BREAKER,03 LOW,67.83,2,EA,0,1,Above Max,1,135.66,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,B02-A-01,1068302,BRACKET,BRACKET,02 MED,425,2,EA,0,1,Above Max,1,850,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,B02-D-05,43848,TENSIONR,TENSIONR,01 HIGH,144.3,5,EA,1,2,Above Max,3,721.5,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,B02-E-06,1063703,ESTOP,ESTOP,01 HIGH,628.327143,5,EA,1,2,Above Max,3,3141.635715,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,C02-A-01,1119468,CONTROL,CONTROL,03 LOW,7241.6,2,EA,0,1,Above Max,1,14483.2,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,C02-A-02,3264969,CONTROL,CONTROL,03 LOW,7254,2,EA,0,1,Above Max,1,14508,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,C02-B-03,3226135,MODULE,MODULE,03 LOW,2960.176108,2,EA,0,1,Above Max,1,5920.352216,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,C02-C-03,3040721,VFD,VFD,01 HIGH,5004.29,3,EA,0,1,Above Max,2,15012.87,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,C02-E-02,3128180,DISCONCT,DISCONCT,01 HIGH,609.4991,2,EA,0,1,Above Max,1,1218.9982,2,2,1,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,C02-E-03,3083746,ELEC,ELEC,01 HIGH,1696.01,3,EA,1,2,Above Max,1,5088.03,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,D01-A-01,1115747,ROLLER,ROLLER,02 MED,119.7,3,EA,0,2,Above Max,1,359.1,56,56,2,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,D01-A-02,1115753,BELT,BELT,02 MED,57.63,18,EA,1,9,Above Max,9,1037.34,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,D01-A-03,3259916,PLATE,PLATE,03 LOW,430,3,EA,1,2,Above Max,1,1290,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-A-03,3040709,GEARMTR,GEARMTR,01 HIGH,1736.52,2,EA,0,1,Above Max,1,3473.04,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-A-07,3040722,VFD,VFD,01 HIGH,5549.2,2,EA,0,1,Above Max,1,11098.4,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-B-07,3040699,ROLLER,ROLLER,01 HIGH,315.14,2,EA,0,1,Above Max,1,630.28,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-C-06,3056962,ROLLER,ROLLER,01 HIGH,38.09,3,EA,0,1,Above Max,2,114.27,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-C-10,3040698,ROLLER,ROLLER,01 HIGH,90.6,2,EA,0,1,Above Max,1,181.2,4,2,1,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-C-21,3040669,ROLLER,ROLLER,01 HIGH,130.62,2,EA,0,1,Above Max,1,261.24,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-D-09,1061259,TRANSFRM,TRANSFRM,03 LOW,527.67,2,EA,0,1,Above Max,1,1055.34,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-D-10,3264974,PLATE,PLATE,03 LOW,435.5,2,EA,0,1,Above Max,1,871,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,E01-D-21,3128133,SHAFT,SHAFT,01 HIGH,60.03,2,EA,0,1,Above Max,1,120.06,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-A-07,3087450,SAFETY,SAFETY,03 LOW,50,6,EA,1,4,Above Max,2,300,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-B-05,3264932,BUMPER,BUMPER,03 LOW,28.175,4,EA,1,2,Above Max,2,112.7,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-B-09,N30760,SWITCH,SWITCH,03 LOW,656.5,2,EA,0,1,Above Max,1,1313,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-B-10,3176033,MODULE,MODULE,02 MED,740.524,3,EA,1,2,Above Max,1,2221.572,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-C-03,3264951,FAN,FAN,03 LOW,45.5,10,EA,1,5,Above Max,5,455,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-C-11,1004818,SENSOR,SENSOR,01 HIGH,520.085,2,EA,0,1,Above Max,1,1040.17,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-E-04,1113256,MOTOR,MOTOR,03 LOW,123.33,3,EA,1,2,Above Max,1,369.99,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-E-10,76232,CRCTBRKR,CRCTBRKR,01 HIGH,81.248889,3,EA,0,1,Above Max,2,243.746667,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-E-13,62241,CRCTBRKR,CRCTBRKR,01 HIGH,95.871,2,EA,0,1,Above Max,1,191.742,2,2,1,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-G-08,3264975,RELAY,RELAY,03 LOW,32.5,2,EA,0,1,Above Max,1,65,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,F01-G-14,3128131,COLLAR,COLLAR,02 MED,1.3398,18,EA,1,2,Above Max,16,24.1164,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-A-01,43898,CABLE,CABLE,03 LOW,52.61625,16,EA,0,1,Above Max,15,841.86,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-A-02,N50239,CABLE,CABLE,03 LOW,237.89,4,EA,1,2,Above Max,2,951.56,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-A-05,1062320,CORD,CORD,01 HIGH,940.97,2,EA,0,1,Above Max,1,1881.94,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-B-04,3264935,BUTTON,BUTTON,03 LOW,1467.857143,7,EA,0,1,Above Max,6,10275,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-B-05,N51778,CABLE,CABLE,01 HIGH,58.11,18,EA,2,5,Above Max,13,1045.98,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-C-04,3337021,MODULE,MODULE,01 HIGH,95.65,4,EA,1,2,Above Max,2,382.6,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-D-02,1113300,CABLE,CABLE,03 LOW,85.28,4,EA,1,3,Above Max,1,341.12,0,0,0,,,,
,CALIFORNIA,,SITE_E,SITE_E-MAIN,G01-F-01,1063245,SENSOR,SENSOR,02 MED,213.942857,2,EA,0,1,Above Max,1,427.885714,12,2,1,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A01-A-02,85957Z,CORD,CORD,02 MED,36.6075,4,EA,2,3,Above Max,1,146.43,336,336,2,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A01-A-04,85922Z,GEARMTR,GEARMTR,01 HIGH,472.533333,3,EA,0,1,Above Max,2,1417.599999,672,336,2,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A01-A-06,3012850,PEDAL,PEDAL,03 LOW,33.01,10,PR,1,2,Above Max,8,330.1,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A01-B-04,3012849,WHEEL,WHEEL,03 LOW,10.66,10,EA,1,2,Above Max,8,106.6,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A01-C-02,N35220Z,PULLEY,PULLEY,01 HIGH,4.74,4,EA,2,3,Above Max,1,18.96,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A01-D-10,85951Z,FUSE,FUSE,03 LOW,32.89,5,EA,3,4,Above Max,1,164.45,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A04-A-02,41932Z,ROLLER,ROLLER,02 MED,114,4,EA,2,3,Above Max,1,456,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A04-A-04,41931Z,ROLLER,ROLLER,01 HIGH,114,4,EA,2,3,Above Max,1,456,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A04-A-06,85930Z,ROLLER,ROLLER,01 HIGH,124.31,5,EA,2,3,Above Max,2,621.55,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A04-A-09,N36953Z,ROLLER,ROLLER,02 MED,38.135325,9,EA,3,4,Above Max,5,343.217925,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A04-B-01,85933Z,ROLLER,ROLLER,02 MED,40,10,EA,3,4,Above Max,6,400,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A04-B-04,85928Z,ROLLER,ROLLER,02 MED,30.565238,5,EA,1,2,Above Max,3,152.82619,0,0,0,,,,
,CALIFORNIA,,SITE_F,SITE_F-MAIN,A04-B-06,85935Z,ROLLER,ROLLER,02 MED,38.364286,5,EA,1,3,Above Max,2,191.82143,0,0,0,,,,
